keys,ko,en,fr,it,es,ja,el,zh,zh_TW,ru,pt,pl,de
card.genghis_khan.thousand_mile_army.name,천리 원정군,Thousand Mile Army,Armée des mille lieues,Esercito delle mille miglia,Ejército de mil millas,千里遠征軍,Στρατός των Χιλίων Μιλίων,千里远征军,千里远征军,Тысячемильная армия,Exército de Mil Milhas,Tysiącmilowa Armia,Tausend-Meilen-Armee
card.genghis_khan.thousand_mile_army.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.steppe_terror.name,대초원의 위협,Steppe Terror,Terreur de la steppe,Terrore della steppa,Terror de la estepa,大草原の脅威,Τρόμος της Στέπας,大草原的威胁,大草原的威胁,Степной террор,Terror da Estepe,Terror Stepu,Steppen-Schrecken
card.genghis_khan.steppe_terror.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.war_tribute.name,전쟁의 대가,War Tribute,Tribut de guerre,Tributo di guerra,Tributo de guerra,戦争の代価,Φόρος Πολέμου,战争的代价,战争的代价,Военная дань,Tributo de Guerra,Wojenna Danina,Kriegs-Tribut
card.genghis_khan.war_tribute.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.genghis_khan.great_steppe_siege.name,대초원의 포위,Great Steppe Siege,Siège de la grande steppe,Assedio della grande steppa,Asedio de la gran estepa,大草原の包囲,Πολιορκία της Μεγάλης Στέπας,大草原的围攻,大草原的围攻,Великая осада степи,Grande Cerco da Estepe,Wielkie Oblężenie Stepu,Große Steppen-Belagerung
card.genghis_khan.great_steppe_siege.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.musashi.strike.name,스트라이크,Strike,Frappe,Colpo,Golpe,ストライク,Χτύπημα,打击,打击,Удар,Golpe,Cios,Schlag
card.musashi.strike.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.defend.name,디펜드,Defend,Défense,Difesa,Defensa,ディフェンド,Άμυνα,防御,防御,Защита,Defesa,Obrona,Verteidigung
card.musashi.defend.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.niten_slash.name,이도 베기,Niten Slash,Entaille Niten,Taglio Niten,Tajo Niten,二刀斬り,Χτύπημα Νίτεν,双刀斩,双刀斩,Рассекающий удар Нитэн,Corte Niten,Cięcie Niten,Niten-Hieb
card.musashi.niten_starter.name,이도 입문,Niten Starter,Introduction Niten,Introduzione Niten,Introducción Niten,二刀入門,Εισαγωγή Νίτεν,双刀入门,双刀入门,Начальная Нитэн,Início Niten,Początek Niten,Niten-Beginn
card.musashi.niten_starter.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.guard_stance.name,방어 자세,Guard Stance,Posture de garde,Postura di guardia,Postura de guardia,防御姿勢,Στάση Άμυνας,防御姿势,防御姿势,Защитная стойка,Postura de Guarda,Postawa Strażnika,Wachhaltung
card.musashi.guard_stance.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.niten_slash.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.sword_study.name,검기 수련,Sword Study,Étude de l'épée,Studio della spada,Estudio de la espada,剣気修練,Μελέτη του Σπαθιού,剑气修炼,剑气修炼,Изучение меча,Estudo da Espada,Studia Miecza,Schwert-Studium
card.musashi.sword_study.archetype,무심,Mushin,Mushin,Mushin,Mushin,無心,Μουσίν,无心,无心,Мушин,Mushin,Mushin,Mushin
card.musashi.two_sword_form.name,쌍도류 격,Two Sword Form,Forme à deux épées,Stile a due spade,Forma de dos espadas,双刀流撃,Μορφή Δύο Σπαθιών,双刀击,双刀击,Форма двух мечей,Forma das Duas Espadas,Forma Dwóch Mieczy,Form der Zwei Schwerter
card.musashi.two_sword_form.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.shield_break.name,방패 격파,Shield Break,Brise-bouclier,Rompiscudo,Rompeescudos,盾撃破,Θραύση Ασπίδας,破盾,破盾,Разлом щита,Quebra-Escudo,Łamacz Tarcz,Schild-Brecher
card.musashi.shield_break.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.meditation.name,명상,Meditation,Méditation,Meditazione,Meditación,瞑想,Διαλογισμός,冥想,冥想,Медитация,Meditação,Medytacja,Meditation
card.musashi.meditation.archetype,무심,Mushin,Mushin,Mushin,Mushin,無心,Μουσίν,无心,无心,Мушин,Mushin,Mushin,Mushin
card.musashi.blood_path.name,혈로 개척,Blood Path,Chemin de sang,Sentiero di sangue,Senda de sangre,血路開拓,Μονοπάτι Αίματος,血路开辟,血路开辟,Путь крови,Caminho de Sangue,Ścieżka Krwi,Blutpfad
card.musashi.blood_path.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.rapid_strike.name,연격,Rapid Strike,Frappe rapide,Colpo rapido,Golpe rápido,連撃,Ταχεία Επίθεση,连击,连击,Стремительный удар,Golpe Rápido,Szybki Cios,Schneller Schlag
card.musashi.rapid_strike.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.empty_state.name,무아지경,Empty State,État de vide,Stato di vuoto,Estado de vacío,無我夢中,Κατάσταση Κενού,无我之境,无我之境,Пустое состояние,Estado Vazio,Stan Pustki,Leerer Zustand
card.musashi.empty_state.archetype,무심,Mushin,Mushin,Mushin,Mushin,無心,Μουσίν,无心,无心,Мушин,Mushin,Mushin,Mushin
card.musashi.single_cut.name,일도양단,Single Cut,Coupe unique,Taglio singolo,Corte único,一刀両断,Μονό Χτύπημα,一刀两断,一刀两断,Единый рез,Corte Único,Pojedyncze Cięcie,Einzelhieb
card.musashi.single_cut.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.afterimage_cut.name,잔영 참,Afterimage Cut,Coupe d'image rémanente,Taglio dell'immagine residua,Corte de imagen residual,残影斬,Λεπίδα της Σκιάς,残影斩,殘影斬,Рез послеобраза,Corte da Imagem Pós,Cięcie Powidoku,Nachbild-Hieb
card.musashi.afterimage_cut.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.strategy_path.name,병법의 길,Strategy Path,Voie de la stratégie,Via della strategia,Senda de la estrategia,兵法の道,Μονοπάτι της Στρατηγικής,兵法之道,兵法之道,Путь стратегии,Caminho da Estratégia,Ścieżka Strategii,Strategie-Pfad
card.musashi.strategy_path.archetype,무심,Mushin,Mushin,Mushin,Mushin,無心,Μουσίν,无心,无心,Мушин,Mushin,Mushin,Mushin
card.musashi.five_rings_sword.name,오륜의 검,Five Rings Sword,Épée des cinq anneaux,Spada dei cinque anelli,Espada de los cinco anillos,五輪の剣,Σπαθί των Πέντε Δακτυλίων,五轮之剑,五轮之剑,Меч Пяти колец,Espada dos Cinco Anéis,Miecz Pięciu Pierścieni,Schwert der Fünf Ringe
card.musashi.five_rings_sword.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.mushin_blade.name,무심검(無心劍),Mushin Blade,Lame Mushin,Lama Mushin,Hoja Mushin,無心剣,Λεπίδα Μουσίν,无心剑,无心剑,Клинок Мушин,Lâmina Mushin,Ostrze Mushin,Mushin-Klinge
card.musashi.mushin_blade.archetype,무심,Mushin,Mushin,Mushin,Mushin,無心,Μουσίν,无心,无心,Мушин,Mushin,Mushin,Mushin
card.musashi.niten_slash2.name,이도 참격,Niten Slash,Entaille Niten,Taglio Niten,Tajo Niten,二刀斬撃,Χτύπημα Νίτεν,双刀斩击,双刀斩击,Рассекающий удар Нитэн,Corte Niten,Cięcie Niten,Niten-Hieb
card.musashi.niten_slash2.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.whirlwind_cut.name,선풍참,Whirlwind Cut,Coupe tourbillon,Taglio vorticoso,Corte torbellino,旋風斬,Χτύπημα Στροβίλου,旋风斩,旋风斩,Вихревой рез,Corte Vórtice,Cięcie Wichru,Wirbel-Hieb
card.musashi.whirlwind_cut.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.peak_aim.name,정점의 겨냥,Peak Aim,Visée suprême,Mira massima,Mira máxima,頂点の狙い,Στόχευση Κορυφής,顶点瞄准,顶点瞄准,Высшее прицеливание,Mira do Pico,Szczytowy Cel,Höchstes Zielen
card.musashi.peak_aim.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.courage.name,담력,Courage,Courage,Coraggio,Coraje,胆力,Θάρρος,胆识,胆识,Мужество,Coragem,Odwaga,Mut
card.musashi.courage.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.void_sword.name,공허의 검,Void Sword,Épée du vide,Spada del vuoto,Espada del vacío,空虚の剣,Σπαθί του Κενού,虚空之剑,虚空之剑,Меч пустоты,Espada do Vazio,Miecz Pustki,Leere-Schwert
card.musashi.void_sword.archetype,무심,Mushin,Mushin,Mushin,Mushin,無心,Μουσίν,无心,无心,Мушин,Mushin,Mushin,Mushin
card.musashi.release.name,내려놓음,Release,Relâchement,Rilascio,Liberación,解き放ち,Απελευθέρωση,放下,放下,Освобождение,Libertação,Uwolnienie,Befreiung
card.musashi.release.archetype,무심,Mushin,Mushin,Mushin,Mushin,無心,Μουσίν,无心,无心,Мушин,Mushin,Mushin,Mushin
card.musashi.sword_extreme.name,도류 극의,Sword Extreme,Extrême de l'épée,Estremo della spada,Extremo de la espada,刀流極意,Τελειότητα του Σπαθιού,刀流极意,刀流极意,Предел меча,Extremo da Espada,Ekstremum Miecza,Schwert-Extrem
card.musashi.sword_extreme.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.flying_swallow.name,비연참,Flying Swallow,Hirondelle volante,Rondine volante,Golondrina voladora,飛燕斬,Χτύπημα του Ιπτάμενου Χελιδονιού,飞燕斩,飞燕斩,Летящая ласточка,Andorinha Voadora,Lecąca Jaskółka,Fliegende Schwalbe
card.musashi.flying_swallow.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.asura_cut.name,수라 참,Asura Cut,Coupe d'Asura,Taglio di Asura,Corte de Asura,修羅斬,Χτύπημα του Ασούρα,修罗斩,修罗斩,Рез Асуры,Corte de Asura,Cięcie Asury,Asura-Hieb
card.musashi.asura_cut.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.battle_gaze.name,결전의 눈빛,Battle Gaze,Regard de bataille,Sguardo di battaglia,Mirada de batalla,決戦の眼差し,Βλέμμα Μάχης,决战注视,决战注视,Боевой взгляд,Olhar de Batalha,Bojowe Spojrzenie,Kampf-Blick
card.musashi.battle_gaze.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.torrent.name,격류,Torrent,Torrent,Torrente,Torrente,激流,Χείμαρρος,格流,格流,Поток,Torrente,Potok,Sturzbach
card.musashi.torrent.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.mushin_burst.name,무심 방출,Mushin Burst,Décharge Mushin,Scarica Mushin,Descarga Mushin,無心放出,Έκρηξη Μουσίν,无心方出,无心方出,Взрыв Мушин,Explosão Mushin,Wybuch Mushin,Mushin-Ausbruch
card.musashi.mushin_burst.archetype,무심,Mushin,Mushin,Mushin,Mushin,無心,Μουσίν,无心,无心,Мушин,Mushin,Mushin,Mushin
card.musashi.empty_guard.name,공수처,Empty Guard,Garde vide,Guardia vuota,Guardia vacía,空守り,Κενή Φρουρά,空守处,空守处,Пустая защита,Guarda Vazia,Pusta Straż,Leere Wache
card.musashi.empty_guard.archetype,무심,Mushin,Mushin,Mushin,Mushin,無心,Μουσίν,无心,无心,Мушин,Mushin,Mushin,Mushin
card.musashi.detach.name,탈속,Detach,Détachement,Distacco,Desapego,脱俗,Απόσπαση,脱俗,脱俗,Отрешение,Desapego,Oderwanie,Loslösung
card.musashi.detach.archetype,무심,Mushin,Mushin,Mushin,Mushin,無心,Μουσίν,无心,无心,Мушин,Mushin,Mushin,Mushin
card.musashi.fierce_niten.name,맹렬한 이도,Fierce Niten,Féroce Niten,Feroce Niten,Feroz Niten,猛烈な二刀,Άγριο Νίτεν,猛烈双刀,猛烈双刀,Свирепая Нитэн,Niten Feroz,Dzika Niten,Wilde Niten
card.musashi.fierce_niten.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.twin_dragon.name,쌍룡섬,Twin Dragon,Dragon jumeau,Drago gemello,Dragón gemelo,双龍閃,Δίδυμος Δράκος,双龙闪,双龙闪,Двойной дракон,Dragão Gêmeo,Bliźniaczy Smok,Zwillingsdrache
card.musashi.twin_dragon.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.thousand_mile_cut.name,천리 베기,Thousand Mile Cut,Coupe des mille lieues,Taglio delle mille miglia,Corte de mil millas,千里斬り,Χτύπημα των Χιλίων Μιλίων,千里斩,千里斩,Тысячемильный рез,Corte de Mil Milhas,Tysiącmilowe Cięcie,Tausend-Meilen-Hieb
card.musashi.thousand_mile_cut.archetype,이도류,Dual Wield,Double maniement,Doppia impugnatura,Empuñadura doble,二刀流,Διπλή Λαβή,双刀流,双刀流,Два клинка,Empunhadura Dupla,Dwa Ostrza,Beidhändig
card.musashi.peerless_cut.name,무쌍 베기,Peerless Cut,Coupe sans pareille,Taglio senza pari,Corte sin igual,無双斬り,Ασυναγώνιστο Χτύπημα,无双斩,无双斩,Несравненный рез,Corte Inigualável,Niedoścignione Cięcie,Unvergleichlicher Hieb
card.musashi.peerless_cut.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
card.musashi.forward_cut.name,선검후참,Forward Cut,Coupe avant,Taglio in avanti,Corte hacia adelante,先剣後斬,Πρόσθιο Χτύπημα,先剑后斩,先剑后斩,Прямой рез,Corte Frontal,Cięcie Naprzód,Vorwärts-Hieb
card.musashi.forward_cut.archetype,결투,Duel,Duel,Duello,Duelo,決闘,Μονομαχία,决斗,决斗,Дуэль,Duelo,Pojedynek,Duell
